1,35387.0,16225.0,7200.0
2,35387.0,15505.0,7200.0
5,33290.0,15505.0,7200.0
7,33290.0,18045.0,7200.0
9,35387.0,18045.0,7200.0
11,35387.0,17325.0,7200.0
13,35387.0,15505.0,11400.0
14,35387.0,16225.0,11400.0
15,33290.0,15505.0,11400.0
16,33290.0,18045.0,11400.0
17,35387.0,18045.0,11400.0
18,35387.0,17325.0,11400.0
25,35387.0,15505.0,15600.0
26,35387.0,16225.0,15600.0
27,33290.0,15505.0,15600.0
28,33290.0,18045.0,15600.0
29,35387.0,18045.0,15600.0
30,35387.0,17325.0,15600.0
37,35387.0,15505.0,19800.0
38,35387.0,16225.0,19800.0
39,33290.0,15505.0,19800.0
40,33290.0,18045.0,19800.0
41,35387.0,18045.0,19800.0
42,35387.0,17325.0,19800.0
49,35387.0,15505.0,24000.0
50,35387.0,16225.0,24000.0
51,33290.0,15505.0,24000.0
52,33290.0,18045.0,24000.0
53,35387.0,18045.0,24000.0
54,35387.0,17325.0,24000.0
61,35387.0,15505.0,28200.0
62,35387.0,16225.0,28200.0
63,33290.0,15505.0,28200.0
64,33290.0,18045.0,28200.0
65,35387.0,18045.0,28200.0
66,35387.0,17325.0,28200.0
73,35387.0,15505.0,32400.0
74,35387.0,16225.0,32400.0
75,33290.0,15505.0,32400.0
76,33290.0,18045.0,32400.0
77,35387.0,18045.0,32400.0
78,35387.0,17325.0,32400.0
85,35387.0,15505.0,36600.0
86,35387.0,16225.0,36600.0
87,33290.0,15505.0,36600.0
88,33290.0,18045.0,36600.0
89,35387.0,18045.0,36600.0
90,35387.0,17325.0,36600.0
97,35387.0,15505.0,40800.0
98,35387.0,16225.0,40800.0
99,33290.0,15505.0,40800.0
100,33290.0,18045.0,40800.0
101,35387.0,18045.0,40800.0
102,35387.0,17325.0,40800.0
109,35387.0,15505.0,45000.0
110,35387.0,16225.0,45000.0
111,33290.0,15505.0,45000.0
112,33290.0,18045.0,45000.0
113,35387.0,18045.0,45000.0
114,35387.0,17325.0,45000.0
121,35387.0,15505.0,49200.0
122,35387.0,16225.0,49200.0
123,33290.0,15505.0,49200.0
124,33290.0,18045.0,49200.0
125,35387.0,18045.0,49200.0
126,35387.0,17325.0,49200.0
133,35387.0,15505.0,53400.0
134,35387.0,16225.0,53400.0
135,33290.0,15505.0,53400.0
136,33290.0,18045.0,53400.0
137,35387.0,18045.0,53400.0
138,35387.0,17325.0,53400.0
145,35387.0,15505.0,57600.0
146,35387.0,16225.0,57600.0
147,33290.0,15505.0,57600.0
148,33290.0,18045.0,57600.0
149,35387.0,18045.0,57600.0
150,35387.0,17325.0,57600.0
157,35387.0,15505.0,61800.0
158,35387.0,16225.0,61800.0
159,33290.0,15505.0,61800.0
160,33290.0,18045.0,61800.0
161,35387.0,18045.0,61800.0
162,35387.0,17325.0,61800.0
169,35387.0,15505.0,66000.0
170,35387.0,16225.0,66000.0
171,33290.0,15505.0,66000.0
172,33290.0,18045.0,66000.0
173,35387.0,18045.0,66000.0
174,35387.0,17325.0,66000.0
181,35387.0,15505.0,70200.0
182,35387.0,16225.0,70200.0
183,33290.0,15505.0,70200.0
184,33290.0,18045.0,70200.0
185,35387.0,18045.0,70200.0
186,35387.0,17325.0,70200.0
193,35387.0,15505.0,74400.0
194,35387.0,16225.0,74400.0
195,33290.0,15505.0,74400.0
196,33290.0,18045.0,74400.0
197,35387.0,18045.0,74400.0
198,35387.0,17325.0,74400.0
205,35387.0,15505.0,78600.0
206,35387.0,16225.0,78600.0
207,33290.0,15505.0,78600.0
208,33290.0,18045.0,78600.0
209,35387.0,18045.0,78600.0
210,35387.0,17325.0,78600.0
217,35387.0,15505.0,82800.0
218,35387.0,16225.0,82800.0
219,33290.0,15505.0,82800.0
220,33290.0,18045.0,82800.0
221,35387.0,18045.0,82800.0
222,35387.0,17325.0,82800.0
229,35387.0,15505.0,87850.0
230,35387.0,16225.0,87850.0
231,33290.0,15505.0,87850.0
232,33290.0,18045.0,87850.0
233,35387.0,18045.0,87850.0
234,35387.0,17325.0,87850.0
235,35387.0,19225.0,7200.0
236,35387.0,18505.0,7200.0
239,33290.0,18505.0,7200.0
241,33290.0,21045.0,7200.0
243,35387.0,21045.0,7200.0
245,35387.0,20325.0,7200.0
247,35387.0,18505.0,11400.0
248,35387.0,19225.0,11400.0
249,33290.0,18505.0,11400.0
250,33290.0,21045.0,11400.0
251,35387.0,21045.0,11400.0
252,35387.0,20325.0,11400.0
