3,39.908765,16.880699,82.3
4,39.908045,16.863753,78.74
5,39.900912,16.856073,75.48
6,39.90809,16.868889,72.22
7,39.908114,16.878043,68.96
8,39.908103,16.878041,65.7
9,39.908093,16.878038,62.44
10,39.907954,16.877987,59.18
11,39.907806,16.877932,55.92
12,39.9078,16.87793,52.66
13,39.907817,16.877929,49.4
14,39.907837,16.877928,46.14
15,39.907509,16.877877,42.88
16,39.907359,16.877821,39.62
17,39.907427,16.877796,36.36
18,39.907341,16.877789,33.1
19,39.907331,16.877772,29.84
20,39.907048,16.877646,26.58
21,39.907086,16.877452,23.32
22,39.906833,16.877255,20.06
23,41.45407,16.711612,16.8
24,41.159662,16.813566,11.4
25,40.949079,21.305689,7.2
64,31.943728,29.064323,75.48
86,33.019621,29.536229,75.48
87,48.9,21.025,20.06
88,30.9,21.025,20.06
89,48.9,21.025,23.32
90,30.9,21.025,23.32
91,48.9,21.025,26.58
92,30.9,21.025,26.58
93,48.9,21.025,29.84
94,30.9,21.025,29.84
95,34.123328,29.938808,75.48
96,35.250387,30.270434,75.48
97,36.396243,30.529766,75.48
98,37.556263,30.715756,75.48
99,38.725758,30.827651,75.48
100,39.9,30.865,82.3
101,41.074242,30.827651,75.48
102,42.243737,30.715756,75.48
103,43.403757,30.529766,75.48
104,44.549613,30.270434,75.48
109,45.676672,29.938808,75.48
110,46.780379,29.536229,75.48
111,39.9,2.885,82.3
112,39.9,2.885,78.74
113,47.856272,29.064323,75.48
114,31.943728,29.064323,78.74
119,33.019621,29.536229,78.74
120,34.123328,29.938808,78.74
121,35.250387,30.270434,78.74
122,36.396243,30.529766,78.74
123,48.9,21.025,33.1
124,30.9,21.025,33.1
125,48.9,21.025,36.36
126,30.9,21.025,36.36
127,48.9,21.025,39.62
128,30.9,21.025,39.62
129,30.9,12.725,39.62
130,48.9,12.725,39.62
131,48.9,21.025,42.88
132,48.9,12.725,42.88
133,30.9,12.725,42.88
134,30.9,21.025,42.88
135,48.9,21.025,46.14
136,30.9,21.025,46.14
137,30.9,12.725,46.14
138,48.9,12.725,46.14
139,53.4,1.125,7.2
141,37.556263,30.715756,78.74
142,38.725758,30.827651,78.74
143,41.074242,30.827651,78.74
144,42.243737,30.715756,78.74
149,43.403757,30.529766,78.74
150,44.549613,30.270434,78.74
151,45.676672,29.938808,78.74
152,46.780379,29.536229,78.74
153,47.856272,29.064323,78.74
154,47.856272,4.6856765,78.74
155,46.780379,4.2137712,78.74
156,45.676672,3.8111918,78.74
